,CnpjCpf,Nome,NomeFantasia,Logradouro,NumeroLogradouro,ComplementoEndereco,BairroEndereco,MunicipioEndereco,UfEndereco,TelefonePrincipal,EmailPrincipal,Site,ReceitaSituacao,ReceitaDataSituacao,ReceitaMotivoSituacao,ReceitaTipo,ReceitaAbertura,ReceitaNaturezaJuridica,ReceitaEFR,ReceitaSituacaoEspecial,ReceitaDataSituacaoEspecial,ReceitaCapitalSocial,CadastroRaizCNPJ_Id,Nire,OpcaoTributaria,SimplesNacional,SIMEI,SimplesNacionalSIMEIConsultaDe,Porte,ReceitaAtividade,ReceitaAtividadeSecundaria,VaduAtividadeCNAE,ReceitaMatrizCapitalSocial,CepEnderecoFormatado,Socios,CodIbge
662,76.547.397/0001-06,IGASA S A INDUSTRIA E COMERCIO DE AUTO PECAS,,AV AVENIDA SANTOS ALBERTON,367,,SAO VICENTE,BITURUNA,PR,(41) 3030-7900,contabilidade@igasa.com.br,www.igasa.com.br,ATIVA,2005-11-03T00:00:00.000,,MATRIZ,1966-08-31T00:00:00.000,205-4 - Sociedade Anônima Fechada,,,,1800040.0,76547397,41.300.050.619,LUCRO REAL,False,False,2018-11-20T00:00:00.000,DEMAIS,"29.49-2/99 Fabricação de outras peças e acessórios para veículos automotores não especificadas anteriormente
","00.00-0/00 Não informada
",Indústria,1800040.0,84640-000,"[{'Qualificacao': '10-Diretor', 'PaisOrigem': '', 'QualificacaoRepresentanteLegal': '', 'Nome': 'BENEDICTO KUBRUSLY JUNIOR', 'NomeRepresentanteLegal': None}, {'Qualificacao': '10-Diretor', 'PaisOrigem': '', 'QualificacaoRepresentanteLegal': '', 'Nome': 'ARI PAIVA DE SIQUEIRA', 'NomeRepresentanteLegal': None}]",4102901
663,89.576.573/0001-71,INDUSTRIA DE PALMILHAS BROCKER EIRELI,,R PEDRO LAUFFER,47,,SANDER,TRES COROAS,RS,,,,ATIVA,2004-11-26T00:00:00.000,,MATRIZ,1979-02-22T00:00:00.000,230-5 - Empresa Individual de Responsabilidade Limitada (de Natureza Empresária),,,,2000000.0,89576573,43.600.349.387,LUCRO PRESUMIDO,False,False,2021-03-03T16:55:12.000,DEMAIS,"15.40-8/00 Fabricação de partes para calçados, de qualquer material
","47.82-2/01 Comércio varejista de calçados
",Indústria,2000000.0,95660-000,"[{'Qualificacao': '65-Titular Pessoa Física Residente ou Domiciliado no Brasil', 'PaisOrigem': '', 'QualificacaoRepresentanteLegal': '', 'Nome': 'ARCELINO BROCKER', 'NomeRepresentanteLegal': None}]",4321709
664,91.938.712/0001-01,INDUSTRIA DE CALCADOS WEST COAST LTDA,,AV CASTRO ALVES,200,,CIDADE NOVA,IVOTI,RS,(51) 2101-0700/ (51) 2101-0700,CONTABIL@GRUPOPRIORITY.COM,www.westcoast.com.br,ATIVA,2005-06-04T00:00:00.000,,MATRIZ,1987-09-29T00:00:00.000,206-2 - Sociedade Empresária Limitada,,,,64532000.0,91938712,43.201.385.975,LUCRO REAL,False,False,2021-02-25T17:42:42.000,DEMAIS,"15.31-9/01 Fabricação de calçados de couro
","15.33-5/00 Fabricação de calçados de material sintético
15.40-8/00 Fabricação de partes para calçados, de qualquer material
46.43-5/01 Comércio atacadista de calçados
47.82-2/01 Comércio varejista de calçados
46.89-3/99 Comércio atacadista especializado em outros produtos intermediários não especificados anteriormente
46.16-8/00 Representantes comerciais e agentes do comércio de têxteis, vestuário, calçados e artigos de viagem
14.12-6/01 Confecção de peças do vestuário, exceto roupas íntimas e as confeccionadas sob medida
46.42-7/01 Comércio atacadista de artigos do vestuário e acessórios, exceto profissionais e de segurança
15.21-1/00 Fabricação de artigos para viagem, bolsas e semelhantes de qualquer material
15.29-7/00 Fabricação de artefatos de couro não especificados anteriormente
46.23-1/02 Comércio atacadista de couros, lãs, peles e outros subprodutos não comestíveis de origem animal
46.43-5/02 Comércio atacadista de bolsas, malas e artigos de viagem
47.81-4/00 Comércio varejista de artigos do vestuário e acessórios
17.32-0/00 Fabricação de embalagens de cartolina e papel-cartão
77.29-2/02 Aluguel de móveis, utensílios e aparelhos de uso doméstico e pessoal; instrumentos musicais
13.51-1/00 Fabricação de artefatos têxteis para uso doméstico
15.32-7/00 Fabricação de tênis de qualquer material
17.31-1/00 Fabricação de embalagens de papel
46.63-0/00 Comércio atacadista de máquinas e equipamentos para uso industrial; partes e peças
58.23-9/00 Edição integrada à impressão de revistas
18.13-0/01 Impressão de material para uso publicitário
64.62-0/00 Holdings de instituições não financeiras
",Indústria,64532000.0,93900-000,"[{'Qualificacao': '49-Sócio-Administrador', 'PaisOrigem': '', 'QualificacaoRepresentanteLegal': '', 'Nome': 'PAULO ROBERTO SCHEFER', 'NomeRepresentanteLegal': None}, {'Qualificacao': '22-Sócio', 'PaisOrigem': '', 'QualificacaoRepresentanteLegal': '05-Administrador', 'Nome': 'PRIORITY PARTICIPACOES SOCIETARIAS LTDA', 'NomeRepresentanteLegal': 'PAULO ROBERTO SCHEFER'}]",4310801
665,76.329.762/0001-06,INDUSTRIA E COMERCIO DE FRIOS E LATIC CATARATAS EIRELI,FRIOS CATARATAS,ROD BR 369,KM 523,,GLEBA SAO FRANCISCO,CASCAVEL,PR,(45) 3225-7005,,,ATIVA,2005-11-03T00:00:00.000,,MATRIZ,1975-09-25T00:00:00.000,230-5 - Empresa Individual de Responsabilidade Limitada (de Natureza Empresária),,,,950000.0,76329762,41.600.979.443,,False,False,2018-11-20T00:00:00.000,DEMAIS,"46.31-1/00 Comércio atacadista de leite e laticínios
","49.30-2/01 Transporte rodoviário de carga, exceto produtos perigosos e mudanças, municipal
49.30-2/02 Transporte rodoviário de carga, exceto produtos perigosos e mudanças, intermunicipal, interestadual e internacional
46.19-2/00 Representantes comerciais e agentes do comércio de mercadorias em geral não especializado
73.19-0/02 Promoção de vendas
",Comércio,950000.0,85818-640,"[{'Qualificacao': '65-Titular Pessoa Física Residente ou Domiciliado no Brasil', 'PaisOrigem': '', 'QualificacaoRepresentanteLegal': '', 'Nome': 'VANDA ZILA DE ARAUJO MORO', 'NomeRepresentanteLegal': None}]",4104808
666,00.448.591/0001-64,INDUSTRIA E COM DE GENEROS ALIMENTICIOS LIMOEIRO LTDA,,R FERNANDO DE SOUZA E SILVA,55,,PLANALTO,BRUSQUE,SC,(47) 3350-0147,treeps@treeps.com.br,,ATIVA,2001-07-01T00:00:00.000,,MATRIZ,1995-02-14T00:00:00.000,206-2 - Sociedade Empresária Limitada,,,,169500.0,448591,42.201.968.350,,False,False,2018-11-20T00:00:00.000,EPP,"10.99-6/99 Fabricação de outros produtos alimentícios não especificados anteriormente
","46.39-7/01 Comércio atacadista de produtos alimentícios em geral
49.30-2/02 Transporte rodoviário de carga, exceto produtos perigosos e mudanças, intermunicipal, interestadual e internacional
",Indústria,169500.0,88356-405,"[{'Qualificacao': '49-Sócio-Administrador', 'PaisOrigem': '', 'QualificacaoRepresentanteLegal': '', 'Nome': 'VALDIR DONINE', 'NomeRepresentanteLegal': None}, {'Qualificacao': '49-Sócio-Administrador', 'PaisOrigem': '', 'QualificacaoRepresentanteLegal': '', 'Nome': 'EDGAR DE SOUZA E SILVA', 'NomeRepresentanteLegal': None}, {'Qualificacao': '49-Sócio-Administrador', 'PaisOrigem': '', 'QualificacaoRepresentanteLegal': '', 'Nome': 'JOAO SEBASTIAO DE SOUZA', 'NomeRepresentanteLegal': None}]",4202909
667,83.519.272/0001-20,ROLL STAR LTDA,,R GASTAO BENETTI,136,,CENTRO,SAO MIGUEL DO OESTE,SC,,,www.rollstar.com.br,ATIVA,2005-11-03T00:00:00.000,,MATRIZ,1978-10-05T00:00:00.000,206-2 - Sociedade Empresária Limitada,,,,34500.0,83519272,42.200.350.964,SIMPLES NACIONAL,,,,EPP,"14.12-6/01 Confecção de peças do vestuário, exceto roupas íntimas e as confeccionadas sob medida
","14.12-6/03 Facção de peças do vestuário, exceto roupas íntimas
",Indústria,34500.0,89900-000,"[{'Qualificacao': '22-Sócio', 'PaisOrigem': '', 'QualificacaoRepresentanteLegal': '', 'Nome': 'NEREU ANTONIO MAZZUTTI', 'NomeRepresentanteLegal': None}, {'Qualificacao': '49-Sócio-Administrador', 'PaisOrigem': '', 'QualificacaoRepresentanteLegal': '', 'Nome': 'MARILETE MARIA MASIERO MASSAROLLO', 'NomeRepresentanteLegal': None}]",4217204
668,03.809.754/0001-85,SODERTECNO INDUSTRIA E COMERCIO DE MAQUINAS E IMPLEMENTOS AGRICOLA LTDA EM RECUPERACAO JUDICIAL,SODER,AV FLORES DA CUNHA,6111,,CENTRO,CARAZINHO,RS,(054) 3321-456,,www.sodertecno.com.br,ATIVA,2005-11-03T00:00:00.000,,MATRIZ,2000-05-11T00:00:00.000,206-2 - Sociedade Empresária Limitada,,RECUPERACAO JUDICIAL,2017-05-03T00:00:00.000,101000.0,3809754,43.204.431.366,,False,False,2020-06-03T11:35:47.000,DEMAIS,"25.21-7/00 Fabricação de tanques, reservatórios metálicos e caldeiras para aquecimento central
","33.21-0/00 Instalação de máquinas e equipamentos industriais
",Indústria,101000.0,99500-000,"[{'Qualificacao': '49-Sócio-Administrador', 'PaisOrigem': '', 'QualificacaoRepresentanteLegal': '', 'Nome': 'CARLOS EMILIO SODER', 'NomeRepresentanteLegal': None}, {'Qualificacao': '49-Sócio-Administrador', 'PaisOrigem': '', 'QualificacaoRepresentanteLegal': '', 'Nome': 'EMERSON LUIZ SODER', 'NomeRepresentanteLegal': None}, {'Qualificacao': '49-Sócio-Administrador', 'PaisOrigem': '', 'QualificacaoRepresentanteLegal': '', 'Nome': 'ISMAR CARLOS SODER', 'NomeRepresentanteLegal': None}]",4304705
669,86.046.562/0001-91,INDUSTRIAS ARTEFAMA S.A.,,AC DEPUTADO GENESIO TURECK - ACESSO OESTE,566,,OXFORD,SAO BENTO DO SUL,SC,(47) 3631-1263,simone@artefama.com.br,www.artefama.com.br,ATIVA,2005-11-03T00:00:00.000,,MATRIZ,1966-08-09T00:00:00.000,205-4 - Sociedade Anônima Fechada,,,,16718219.7,86046562,42.300.013.692,LUCRO REAL,False,False,2018-11-20T00:00:00.000,DEMAIS,"31.01-2/00 Fabricação de móveis com predominância de madeira
","01.61-0/99 Atividades de apoio à agricultura não especificadas anteriormente
46.89-3/99 Comércio atacadista especializado em outros produtos intermediários não especificados anteriormente
47.44-0/02 Comércio varejista de madeira e artefatos
47.54-7/01 Comércio varejista de móveis
47.89-0/99 Comércio varejista de outros produtos não especificados anteriormente
68.10-2/01 Compra e venda de imóveis próprios
02.10-1/07 Extração de madeira em florestas plantadas
64.62-0/00 Holdings de instituições não financeiras
46.19-2/00 Representantes comerciais e agentes do comércio de mercadorias em geral não especializado
16.10-2/04 Serrarias sem desdobramento de madeira em bruto - Resseragem
",Indústria,16718219.7,89285-630,"[{'Qualificacao': '10-Diretor', 'PaisOrigem': '', 'QualificacaoRepresentanteLegal': '', 'Nome': 'JOSE ANTONIO FRANZONI', 'NomeRepresentanteLegal': None}, {'Qualificacao': '10-Diretor', 'PaisOrigem': '', 'QualificacaoRepresentanteLegal': '', 'Nome': 'DIEGO BORDIGNON', 'NomeRepresentanteLegal': None}]",4215802
670,01.445.448/0001-81,ITALIA TRANSPORTES E LOGISTICA LTDA,,ROD RS 122 KM 95,200,,UNIAO,FLORES DA CUNHA,RS,(54) 3013-5050,juridico3@partech.net.br,,ATIVA,2005-11-03T00:00:00.000,,MATRIZ,1996-09-25T00:00:00.000,206-2 - Sociedade Empresária Limitada,,,,20000.0,1445448,43.203.299.804,LUCRO REAL,False,False,2019-10-08T16:51:00.000,DEMAIS,"49.30-2/02 Transporte rodoviário de carga, exceto produtos perigosos e mudanças, intermunicipal, interestadual e internacional
","49.30-2/03 Transporte rodoviário de produtos perigosos
52.50-8/04 Organização logística do transporte de carga
",Serviço,20000.0,95270-000,"[{'Qualificacao': '49-Sócio-Administrador', 'PaisOrigem': '', 'QualificacaoRepresentanteLegal': '', 'Nome': 'FERNANDO ANTONIO SOZO', 'NomeRepresentanteLegal': None}]",4308201
671,91.675.868/0001-47,AMAPA DO SUL SA INDUSTRIA DA BORRACHA,AMAPA,R V ADAO R DE OLIVEIRA,2124,,IDEAL,NOVO HAMBURGO,RS,,,,ATIVA,2005-11-03T00:00:00.000,,MATRIZ,1966-10-20T00:00:00.000,205-4 - Sociedade Anônima Fechada,,,,32461817.0,91675868,43.300.008.380,LUCRO REAL,False,False,2021-04-22T17:02:25.000,DEMAIS,"22.19-6/00 Fabricação de artefatos de borracha não especificados  anteriormente 
",,Indústria,32461817.0,93334-290,"[{'Qualificacao': '10-Diretor', 'PaisOrigem': '', 'QualificacaoRepresentanteLegal': '', 'Nome': 'ALEXANDRE BATORI DA SILVEIRA', 'NomeRepresentanteLegal': None}, {'Qualificacao': '16-Presidente', 'PaisOrigem': '', 'QualificacaoRepresentanteLegal': '', 'Nome': 'ADAO CLAUDIO DA SILVEIRA', 'NomeRepresentanteLegal': None}]",4313409
672,91.013.698/0001-35,KEKO ACESSORIOS S.A,,R ADHAUTT MANTOVANI,S/N,,LINHA 80,FLORES DA CUNHA,RS,(54) 3279-5700,lucas.bertuol@keko.com.br,www.keko.com.br,ATIVA,2005-11-03T00:00:00.000,,MATRIZ,1986-06-24T00:00:00.000,205-4 - Sociedade Anônima Fechada,,,,10000008.5,91013698,43.300.048.683,LUCRO REAL,False,False,2020-08-31T13:36:15.000,DEMAIS,"29.49-2/99 Fabricação de outras peças e acessórios para veículos automotores não especificadas anteriormente
","45.20-0/07 Serviços de instalação, manutenção e reparação de acessórios para veículos automotores
52.11-7/99 Depósitos de mercadorias para terceiros, exceto armazéns gerais e guarda-móveis
64.62-0/00 Holdings de instituições não financeiras
",Indústria,10000008.5,95270-000,"[{'Qualificacao': '05-Administrador', 'PaisOrigem': '', 'QualificacaoRepresentanteLegal': '', 'Nome': 'JULIANO SCHEER MANTOVANI', 'NomeRepresentanteLegal': None}, {'Qualificacao': '10-Diretor', 'PaisOrigem': '', 'QualificacaoRepresentanteLegal': '', 'Nome': 'LEANDRO SCHEER MANTOVANI', 'NomeRepresentanteLegal': None}]",4308201
673,00.551.493/0001-58,KLIMA REFRIGERACAO INDUSTRIAL EIRELI EM RECUPERACAO JUDICIAL,KLIMA REFRIGERACAO,R JULIO DE CASTILHOS,1681,,CENTRO,VENANCIO AIRES,RS,(51) 3793-2950/ (51) 3741-1579,francielekist@lucamo.com.br,www.klima.com.br,ATIVA,2005-06-18T00:00:00.000,,MATRIZ,1995-04-18T00:00:00.000,230-5 - Empresa Individual de Responsabilidade Limitada (de Natureza Empresária),,RECUPERACAO JUDICIAL,2018-11-29T00:00:00.000,460000.0,551493,43.600.468.041,,False,False,2019-02-20T16:44:29.000,DEMAIS,"28.23-2/00 Fabricação de máquinas e aparelhos de refrigeração e ventilação para uso industrial e comercial, peças e acessórios
","31.01-2/00 Fabricação de móveis com predominância de madeira
31.02-1/00 Fabricação de móveis com predominância de metal
33.21-0/00 Instalação de máquinas e equipamentos industriais
33.14-7/07 Manutenção e reparação de máquinas e aparelhos de refrigeração e ventilação para uso industrial e comercial
49.30-2/02 Transporte rodoviário de carga, exceto produtos perigosos e mudanças, intermunicipal, interestadual e internacional
46.65-6/00 Comércio atacadista de máquinas e equipamentos para uso comercial; partes e peças
",Indústria,460000.0,95800-000,"[{'Qualificacao': '65-Titular Pessoa Física Residente ou Domiciliado no Brasil', 'PaisOrigem': '', 'QualificacaoRepresentanteLegal': '', 'Nome': 'ROSELENE KUNKEL', 'NomeRepresentanteLegal': None}]",4322608
674,92.693.928/0001-17,KOCH METALURGICA S.A.,KOCH,AV TANCREDO NEVES,471,,CEDIC,CACHOEIRINHA,RS,(51) 3470-0713,magdalena@kochmetal.com.br,www.kochmetal.com.br,ATIVA,2005-09-24T00:00:00.000,,MATRIZ,1966-08-17T00:00:00.000,205-4 - Sociedade Anônima Fechada,,,,47992769.6,92693928,43.208.779.430,LUCRO REAL,False,False,2020-08-04T15:25:16.000,DEMAIS,"28.22-4/02 Fabricação de máquinas, equipamentos e aparelhos para transporte e elevação de cargas, peças e acessórios
","28.22-4/01 Fabricação de máquinas, equipamentos e aparelhos para transporte e elevação de pessoas, peças e acessórios
33.21-0/00 Instalação de máquinas e equipamentos industriais
",Indústria,47992769.6,94930-540,"[{'Qualificacao': '10-Diretor', 'PaisOrigem': '', 'QualificacaoRepresentanteLegal': '', 'Nome': 'INGO ERHARDT', 'NomeRepresentanteLegal': None}, {'Qualificacao': '10-Diretor', 'PaisOrigem': '', 'QualificacaoRepresentanteLegal': '', 'Nome': 'MAGDALENA KUCIAPA DE ROSS', 'NomeRepresentanteLegal': None}]",4303103
675,91.120.907/0001-40,LIDEAR MAQUINAS DO BRASIL LTDA,,R JOAO COGORNI,12,,SANTA HELENA,BENTO GONCALVES,RS,(54) 3455-1999,faturamento@lidear.com.br,,ATIVA,2000-12-09T00:00:00.000,,MATRIZ,1986-07-29T00:00:00.000,206-2 - Sociedade Empresária Limitada,,,,1500000.0,91120907,43.201.106.464,LUCRO PRESUMIDO,False,False,2018-11-20T00:00:00.000,DEMAIS,"28.29-1/99 Fabricação de outras máquinas e equipamentos de uso geral não especificados anteriormente, peças e acessórios
","28.25-9/00 Fabricação de máquinas e equipamentos para saneamento básico e ambiental, peças e acessórios
33.21-0/00 Instalação de máquinas e equipamentos industriais
33.14-7/99 Manutenção e reparação de outras máquinas e equipamentos para usos industriais não especificados anteriormente
41.10-7/00 Incorporação de empreendimentos imobiliários
68.10-2/01 Compra e venda de imóveis próprios
68.21-8/01 Corretagem na compra e venda e avaliação de imóveis
",Indústria,1500000.0,95702-482,"[{'Qualificacao': '49-Sócio-Administrador', 'PaisOrigem': '', 'QualificacaoRepresentanteLegal': '', 'Nome': 'LIVIO MARTINHO RIZZI', 'NomeRepresentanteLegal': None}, {'Qualificacao': '49-Sócio-Administrador', 'PaisOrigem': '', 'QualificacaoRepresentanteLegal': '', 'Nome': 'EUCLIDES RIZZI', 'NomeRepresentanteLegal': None}]",4302105
676,02.538.436/0001-64,DARNEL EMBALAGENS LTDA.,DARNEL EMBALAGENS LTDA,R CYRO CORREIA PEREIRA,1089,PL CIC,CIDADE INDUSTRIAL,CURITIBA,PR,(41) 3388-2200,FISCAL@DARNELGROUP.COM,www.linpacpoa.com.br,ATIVA,2005-08-27T00:00:00.000,,MATRIZ,1998-05-26T00:00:00.000,206-2 - Sociedade Empresária Limitada,,,,106965612.63,2538436,41.206.116.288,,False,False,2021-01-22T13:34:49.000,DEMAIS,"22.22-6/00 Fabricação de embalagens de material plástico
","22.29-3/02 Fabricação de artefatos de material plástico para usos industriais
22.29-3/99 Fabricação de artefatos de material plástico para outros usos não especificados anteriormente
46.86-9/02 Comércio atacadista de embalagens
46.18-4/99 Outros representantes comerciais e agentes do comércio especializado em produtos não especificados anteriormente
22.29-3/03 Fabricação de artefatos de material plástico para uso na construção, exceto tubos e acessórios
33.19-8/00 Manutenção e reparação de equipamentos e produtos não especificados anteriormente
46.49-4/99 Comércio atacadista de outros equipamentos e artigos de uso pessoal e doméstico não especificados anteriormente
46.79-6/99 Comércio atacadista de materiais de construção em geral
47.44-0/05 Comércio varejista de materiais de construção não especificados anteriormente
47.59-8/99 Comércio varejista de outros artigos de uso doméstico não especificados anteriormente
82.11-3/00 Serviços combinados de escritório e apoio administrativo
33.14-7/10 Manutenção e reparação de máquinas e equipamentos para uso geral não especificados anteriormente
",Indústria,106965612.63,81460-050,"[{'Qualificacao': '37-Sócio Pessoa Jurídica Domiciliado no Exterior', 'PaisOrigem': 'URUGUAI', 'QualificacaoRepresentanteLegal': '17-Procurador', 'Nome': 'DARNEL PACKAGING S.A', 'NomeRepresentanteLegal': 'ERNESTO JAVIER MACEIRAS IMPAGLIAZZO'}, {'Qualificacao': '37-Sócio Pessoa Jurídica Domiciliado no Exterior', 'PaisOrigem': 'ESTADOS UNIDOS', 'QualificacaoRepresentanteLegal': '17-Procurador', 'Nome': 'DANIEL CAPITAL LLC', 'NomeRepresentanteLegal': 'SANDRA MARCHINI COMODARO'}, {'Qualificacao': '05-Administrador', 'PaisOrigem': '', 'QualificacaoRepresentanteLegal': '', 'Nome': 'ERNESTO JAVIER MACEIRAS IMPAGLIAZZO', 'NomeRepresentanteLegal': None}, {'Qualificacao': '05-Administrador', 'PaisOrigem': '', 'QualificacaoRepresentanteLegal': '', 'Nome': 'ALEX HORACIO HEJDA', 'NomeRepresentanteLegal': None}]",4106902
677,78.644.424/0001-86,LULI INDUSTRIA E COMERCIO DE CONFECCOES EIRELI - EM RECUPERACAO JUDICIAL,LULI,R ENGENHEIRO UDO DEEKE,600,GALPAO01,SALTO DO NORTE,BLUMENAU,SC,(47) 3221-2344,,www.lulimalhas.com.br,ATIVA,2005-11-03T00:00:00.000,,MATRIZ,1985-01-21T00:00:00.000,230-5 - Empresa Individual de Responsabilidade Limitada (de Natureza Empresária),,RECUPERACAO JUDICIAL,2015-06-18T00:00:00.000,6000000.0,78644424,42.600.234.180,LUCRO REAL,False,False,2021-04-05T14:54:00.000,DEMAIS,"14.22-3/00 Fabricação de artigos do vestuário, produzidos em malharias e tricotagens, exceto meias
","13.30-8/00 Fabricação de tecidos de malha
13.11-1/00 Preparação e fiação de fibras de algodão
13.13-8/00 Fiação de fibras artificiais e sintéticas
13.40-5/99 Outros serviços de acabamento em fios, tecidos, artefatos têxteis e peças do vestuário
14.12-6/01 Confecção de peças do vestuário, exceto roupas íntimas e as confeccionadas sob medida
46.42-7/01 Comércio atacadista de artigos do vestuário e acessórios, exceto profissionais e de segurança
46.41-9/01 Comércio atacadista de tecidos
46.89-3/99 Comércio atacadista especializado em outros produtos intermediários não especificados anteriormente
47.81-4/00 Comércio varejista de artigos do vestuário e acessórios
47.82-2/01 Comércio varejista de calçados
47.44-0/02 Comércio varejista de madeira e artefatos
47.89-0/01 Comércio varejista de suvenires, bijuterias e artesanatos
47.55-5/01 Comércio varejista de tecidos
52.11-7/99 Depósitos de mercadorias para terceiros, exceto armazéns gerais e guarda-móveis
13.40-5/01 Estamparia e texturização em fios, tecidos, artefatos têxteis e peças do vestuário
13.59-6/00 Fabricação de outros produtos têxteis não especificados anteriormente
14.12-6/03 Facção de peças do vestuário, exceto roupas íntimas
47.55-5/02 Comercio varejista de artigos de armarinho
13.21-9/00 Tecelagem de fios de algodão
13.22-7/00 Tecelagem de fios de fibras têxteis naturais, exceto algodão
96.01-7/02 Tinturarias
46.89-3/02 Comércio atacadista de fios e fibras beneficiados
",Indústria,6000000.0,89065-101,"[{'Qualificacao': '65-Titular Pessoa Física Residente ou Domiciliado no Brasil', 'PaisOrigem': '', 'QualificacaoRepresentanteLegal': '', 'Nome': 'LUZIA CORDEIRO', 'NomeRepresentanteLegal': None}, {'Qualificacao': '05-Administrador', 'PaisOrigem': '', 'QualificacaoRepresentanteLegal': '', 'Nome': 'JAIR CORDEIRO', 'NomeRepresentanteLegal': None}]",4202404
