,Nome,UfEndereco,ReceitaSituacao,ReceitaAbertura,ReceitaNaturezaJuridica,ReceitaSituacaoEspecial,ReceitaCapitalSocial,OpcaoTributaria,Porte,ReceitaAtividade,cnpj,Faturamento,Funcionarios,TotalProtesto,ValorProtesto
477,INDUSTRIA DE FARINHA DE PEIXE KENYA LTDA,SC,ATIVA,1996-06-13T00:00:00.000,206-2 - Sociedade Empresária Limitada,,9300000.0,,DEMAIS,"10.20-1/02 Fabricação de conservas de peixes, crustáceos e moluscos
",01.423.807/0001-08,de 4.800.000 até 10.000.000,de 50 até 100,0,-
478,PERFILLINE COMPONENTES METALICOS LTDA,RS,ATIVA,2001-03-29T00:00:00.000,206-2 - Sociedade Empresária Limitada,,556997.0,,DEMAIS,"25.99-3/99 Fabricação de outros produtos de metal não especificados anteriormente
",04.369.606/0001-50,de 1.500.000 até 4.800.000,de 10 até 50,508,"5.186.303,34"
479,DIELAT INDUSTRIA E COMERCIO DE LATICINIOS LTDA.,RS,ATIVA,2016-03-18T00:00:00.000,206-2 - Sociedade Empresária Limitada,,1500000.0,,DEMAIS,"10.51-1/00 Preparação do leite
",24.418.900/0001-11,de 30.000.000 até 100.000.000,de 50 até 100,0,-
480,HIDROLIGHT DO BRASIL S.A,SC,ATIVA,2007-04-16T00:00:00.000,205-4 - Sociedade Anônima Fechada,,15000000.0,,DEMAIS,"32.50-7/04 Fabricação de aparelhos e utensílios para correção de defeitos físicos e aparelhos ortopédicos em geral, exceto sob encomenda
",08.762.826/0001-08,de 10.000.000 até 30.000.000,de 100 até 500,0,-
481,BENETEX RECICLAGEM TEXTIL EIRELI,SC,ATIVA,1998-09-11T00:00:00.000,230-5 - Empresa Individual de Responsabilidade Limitada (de Natureza Empresária),,1500000.0,LUCRO PRESUMIDO,DEMAIS,"13.59-6/00 Fabricação de outros produtos têxteis não especificados anteriormente
",02.742.731/0001-38,de 10.000.000 até 30.000.000,de 100 até 500,26,"13.528.652,35"
482,CALCE INDUSTRIA DE CALCADOS EIRELI,RS,ATIVA,2014-01-07T00:00:00.000,230-5 - Empresa Individual de Responsabilidade Limitada (de Natureza Empresária),,100000.0,,EPP,"15.31-9/01 Fabricação de calçados de couro
",19.568.004/0001-07,de 1.500.000 até 4.800.000,de 10 até 50,163,"337.646,36"
483,LIVE ROUPAS ESPORTIVAS LTDA.,SC,ATIVA,2002-05-29T00:00:00.000,206-2 - Sociedade Empresária Limitada,,5702605.0,,DEMAIS,"14.12-6/01 Confecção de peças do vestuário, exceto roupas íntimas e as confeccionadas sob medida
",05.108.435/0001-78,de 30.000.000 até 100.000.000,de 100 até 500,0,-
484,S.A FABRICA DE PAPELAO TIMBO,SC,ATIVA,1966-09-23T00:00:00.000,205-4 - Sociedade Anônima Fechada,,1725000.0,LUCRO REAL,DEMAIS,"17.22-2/00 Fabricação de cartolina e papel-cartão
",86.376.217/0001-16,de 4.800.000 até 10.000.000,de 100 até 500,31,"4.938.125,81"
485,HC BRASIL TEXTIL LTDA,SC,ATIVA,1985-11-14T00:00:00.000,206-2 - Sociedade Empresária Limitada,,1308330.0,LUCRO REAL,DEMAIS,"14.12-6/01 Confecção de peças do vestuário, exceto roupas íntimas e as confeccionadas sob medida
",79.014.809/0001-22,de 10.000.000 até 30.000.000,de 100 até 500,0,-
486,MANTAC INDUSTRIA E COMERCIO LTDA,SC,ATIVA,1999-03-10T00:00:00.000,206-2 - Sociedade Empresária Limitada,,1500.0,,DEMAIS,"22.29-3/01 Fabricação de artefatos de material plástico para uso pessoal e doméstico
",03.033.392/0001-83,de 1.500.000 até 4.800.000,de 10 até 50,0,-
487,AUDACES AUTOMACAO E INFORMATICA INDUSTRIAL LTDA,SC,ATIVA,1992-02-13T00:00:00.000,206-2 - Sociedade Empresária Limitada,,2000000.0,,DEMAIS,"62.03-1/00 Desenvolvimento e licenciamento de programas de computador não customizáveis
",85.236.743/0001-18,de 30.000.000 até 100.000.000,de 50 até 100,1,-
488,MARLAN MALHAS LTDA,SC,ATIVA,1989-01-23T00:00:00.000,206-2 - Sociedade Empresária Limitada,,300000.0,LUCRO PRESUMIDO,DEMAIS,"14.12-6/01 Confecção de peças do vestuário, exceto roupas íntimas e as confeccionadas sob medida
",81.000.580/0001-19,de 30.000.000 até 100.000.000,de 100 até 500,0,-
489,ROYAL CICLO INDUSTRIA DE COMPONENTES LTDA,SC,ATIVA,1995-05-22T00:00:00.000,206-2 - Sociedade Empresária Limitada,,11601802.0,LUCRO REAL,DEMAIS,"30.92-0/00 Fabricação de bicicletas e triciclos não motorizados, peças e acessórios
",00.637.261/0001-17,de 30.000.000 até 100.000.000,de 100 até 500,1,"1.021,00"
490,EDITORA E GRAFICA ODORIZZI LTDA,SC,ATIVA,1980-07-24T00:00:00.000,206-2 - Sociedade Empresária Limitada,,181000.0,LUCRO REAL,ME,"18.11-3/02 Impressão de livros, revistas e outras publicações periódicas
",75.290.619/0001-87,de 81.000 até 360.000,de 50 até 100,0,-
491,DISTRIBUIDORA MULLER COMERCIO E REPRESENTACOES LTDA,SC,ATIVA,1967-09-19T00:00:00.000,206-2 - Sociedade Empresária Limitada,,3700000.0,LUCRO REAL,DEMAIS,"46.39-7/01 Comércio atacadista de produtos alimentícios em geral
",84.298.900/0001-57,de 100.000.000 até 300.000.000,de 100 até 500,0,-
492,DISTRIBUIDORA DE ALIMENTOS DEQUECH LTDA,SC,ATIVA,1987-05-06T00:00:00.000,206-2 - Sociedade Empresária Limitada,,105000.0,LUCRO REAL,DEMAIS,"46.39-7/01 Comércio atacadista de produtos alimentícios em geral
",79.941.894/0001-74,de 100.000.000 até 300.000.000,de 100 até 500,0,-
493,STAR LUCK LTDA EM RECUPERACAO JUDICIAL,SC,ATIVA,1998-03-01T00:00:00.000,206-2 - Sociedade Empresária Limitada,RECUPERACAO JUDICIAL,60000.0,LUCRO PRESUMIDO,DEMAIS,"14.12-6/01 Confecção de peças do vestuário, exceto roupas íntimas e as confeccionadas sob medida
",02.396.670/0001-02,de 1.500.000 até 4.800.000,de 100 até 500,164,"366.093,54"
494,ZACKEL INDUSTRIA E COMERCIO DE CONFECCOES EIRELI,,INAPTA,1991-06-12T00:00:00.000,230-5 - Empresa Individual de Responsabilidade Limitada (de Natureza Empresária),,62200.0,,EPP,,83.162.164/0001-42,de 360.000 até 1.500.000,de 5 até 10,?,
495,IMPRESSUL INDUSTRIA GRAFICA LTDA,SC,ATIVA,1987-12-09T00:00:00.000,206-2 - Sociedade Empresária Limitada,,161310.0,LUCRO REAL,DEMAIS,"18.11-3/02 Impressão de livros, revistas e outras publicações periódicas
",80.448.574/0001-66,de 10.000.000 até 30.000.000,de 50 até 100,85,"849.077,83"
496,GF INDUSTRIA DE PLASTICOS LTDA,SC,ATIVA,2008-08-27T00:00:00.000,206-2 - Sociedade Empresária Limitada,,30000.0,,EPP,"22.29-3/99 Fabricação de artefatos de material plástico para outros usos não especificados anteriormente
",10.298.238/0001-07,de 1.500.000 até 4.800.000,de 10 até 50,0,-
497,PLASTIART INDUSTRIA E COMERCIO DE PLASTICOS EIRELI,SC,ATIVA,1991-07-10T00:00:00.000,230-5 - Empresa Individual de Responsabilidade Limitada (de Natureza Empresária),,96000.0,LUCRO REAL,DEMAIS,"22.22-6/00 Fabricação de embalagens de material plástico
",85.099.034/0001-38,de 4.800.000 até 10.000.000,de 100 até 500,0,-
498,ALPA INDUSTRIAL DE PLASTICOS E METAIS EIRELI,SC,ATIVA,1997-11-24T00:00:00.000,230-5 - Empresa Individual de Responsabilidade Limitada (de Natureza Empresária),,150000.0,,DEMAIS,"22.29-3/02 Fabricação de artefatos de material plástico para usos industriais
",02.279.154/0001-90,de 360.000 até 1.500.000,de 10 até 50,0,-
499,TUPER S/A,SC,ATIVA,1989-04-24T00:00:00.000,205-4 - Sociedade Anônima Fechada,,175000000.0,LUCRO REAL,DEMAIS,"24.31-8/00 Produção de tubos de aço com costura
",81.315.426/0001-36,acima de 1.000.000.000,de 100 até 500,0,-
500,AC CONFECCOES LTDA,SC,ATIVA,2012-11-08T00:00:00.000,206-2 - Sociedade Empresária Limitada,,78800.0,,DEMAIS,"14.12-6/01 Confecção de peças do vestuário, exceto roupas íntimas e as confeccionadas sob medida
",17.179.941/0001-37,de 1.500.000 até 4.800.000,de 10 até 50,81,"3.586.459,14"
501,SOLETEX INDUSTRIA TEXTIL LTDA,SC,ATIVA,1996-06-10T00:00:00.000,206-2 - Sociedade Empresária Limitada,,10000.0,,DEMAIS,"14.12-6/01 Confecção de peças do vestuário, exceto roupas íntimas e as confeccionadas sob medida
",01.242.532/0001-06,de 4.800.000 até 10.000.000,de 10 até 50,110,"716.843,98"
502,SOLIDA BRASIL MADEIRAS LTDA,SC,ATIVA,2008-12-16T00:00:00.000,206-2 - Sociedade Empresária Limitada,,1769600.0,,DEMAIS,"16.10-2/03 Serrarias com desdobramento de madeira em bruto
",10.556.018/0001-28,de 100.000.000 até 300.000.000,de 100 até 500,0,-
503,AGROSAFRA SEMENTES EIRELI,RS,ATIVA,1997-08-05T00:00:00.000,230-5 - Empresa Individual de Responsabilidade Limitada (de Natureza Empresária),,500000.0,LUCRO PRESUMIDO,DEMAIS,"46.23-1/06 Comércio atacadista de sementes, flores, plantas e gramas
",02.017.191/0001-20,de 360.000 até 1.500.000,de 100 até 500,8,"28.389,49"
504,INCOFIOS INDUSTRIA E COMERCIO DE FIOS LTDA,SC,ATIVA,2001-04-25T00:00:00.000,206-2 - Sociedade Empresária Limitada,,85130742.0,LUCRO PRESUMIDO,DEMAIS,"13.11-1/00 Preparação e fiação de fibras de algodão
",04.432.327/0001-93,de 100.000.000 até 300.000.000,de 100 até 500,0,-
505,GROMOVEIS INDUSTRIA E COMERCIO LTDA,SC,ATIVA,2001-09-05T00:00:00.000,206-2 - Sociedade Empresária Limitada,,200000.0,LUCRO REAL,DEMAIS,"31.01-2/00 Fabricação de móveis com predominância de madeira
",04.647.957/0001-85,de 10.000.000 até 30.000.000,de 10 até 50,0,-
506,BENECKE IRMAOS & CIA LTDA,SC,ATIVA,1966-08-29T00:00:00.000,206-2 - Sociedade Empresária Limitada,,,LUCRO REAL,DEMAIS,"28.29-1/99 Fabricação de outras máquinas e equipamentos de uso geral não especificados anteriormente, peças e acessórios
",86.375.656/0001-04,de 10.000.000 até 30.000.000,de 100 até 500,0,-
507,MUELLER FOGOES LTDA.,SC,ATIVA,2001-07-18T00:00:00.000,206-2 - Sociedade Empresária Limitada,,42486500.0,LUCRO REAL,DEMAIS,"27.51-1/00 Fabricação de fogões, refrigeradores e máquinas de lavar e secar para uso doméstico, peças e acessórios
",04.565.361/0001-36,de 100.000.000 até 300.000.000,de 100 até 500,1,"627,62"
508,FABRICA DE RENDAS E BORDADOS HOEPCKE S A,SC,ATIVA,1969-12-31T00:00:00.000,205-4 - Sociedade Anônima Fechada,,12500000.0,LUCRO REAL,DEMAIS,"13.59-6/00 Fabricação de outros produtos têxteis não especificados anteriormente
",83.872.549/0001-01,de 1.500.000 até 4.800.000,de 10 até 50,100,"380.475,82"
509,ARLIZ INDUSTRIA E COM DE ARTEFATOS DE MADEIRA LTDA,SC,ATIVA,1986-09-10T00:00:00.000,206-2 - Sociedade Empresária Limitada,,110000.0,LUCRO PRESUMIDO,EPP,"16.29-3/01 Fabricação de artefatos diversos de madeira, exceto móveis
",79.530.408/0001-25,de 360.000 até 1.500.000,de 10 até 50,0,-
510,TGM MAQUINAS E EQUIPAMENTOS EIRELI,SC,ATIVA,1998-02-02T00:00:00.000,230-5 - Empresa Individual de Responsabilidade Limitada (de Natureza Empresária),,1000000.0,LUCRO PRESUMIDO,DEMAIS,"25.99-3/99 Fabricação de outros produtos de metal não especificados anteriormente
",02.355.505/0001-02,de 30.000.000 até 100.000.000,de 50 até 100,19,"1.535.129,91"
511,CASUAL TEXTIL EIRELI,SC,ATIVA,2014-04-17T00:00:00.000,230-5 - Empresa Individual de Responsabilidade Limitada (de Natureza Empresária),,100000.0,,DEMAIS,"14.12-6/01 Confecção de peças do vestuário, exceto roupas íntimas e as confeccionadas sob medida
",20.121.981/0001-32,de 4.800.000 até 10.000.000,de 100 até 500,0,-
512,"JOTA JOTA MATERIAIS ELETRICOS, HIDRAULICOS E ILUMINACAO LTDA",SC,ATIVA,2014-01-29T00:00:00.000,206-2 - Sociedade Empresária Limitada,,30000.0,,DEMAIS,"47.44-0/99 Comércio varejista de materiais de construção em geral
",19.622.616/0001-22,de 10.000.000 até 30.000.000,de 50 até 100,0,-
513,MOINHO CATARINENSE S A,SC,ATIVA,1966-08-29T00:00:00.000,205-4 - Sociedade Anônima Fechada,,30764160.0,LUCRO REAL,DEMAIS,"10.62-7/00 Moagem de trigo e fabricação de derivados
",85.129.518/0001-82,de 30.000.000 até 100.000.000,de 100 até 500,0,-
514,DEMETRI INDUSTRIA DE MOVEIS LTDA,SC,INAPTA,1973-05-25T00:00:00.000,206-2 - Sociedade Empresária Limitada,,540000.0,,DEMAIS,,83.875.120/0001-60,,,,
515,AGROPEL INDUSTRIA DE PAPEL E MADEIRA LTDA,SC,ATIVA,1988-11-10T00:00:00.000,206-2 - Sociedade Empresária Limitada,,180000.0,LUCRO REAL,DEMAIS,"17.22-2/00 Fabricação de cartolina e papel-cartão
",80.940.745/0001-70,de 1.500.000 até 4.800.000,de 10 até 50,0,-
516,AGROAVICOLA FILIPPSEN LTDA,RS,ATIVA,2002-09-25T00:00:00.000,206-2 - Sociedade Empresária Limitada,,643000.0,,EPP,"01.55-5/05 Produção de ovos
",05.314.170/0001-64,de 1.500.000 até 4.800.000,de 10 até 50,0,-
517,QUANTRA INDUSTRIA DE MOVEIS LTDA,RS,ATIVA,1989-09-15T00:00:00.000,206-2 - Sociedade Empresária Limitada,,9460000.0,,DEMAIS,"31.01-2/00 Fabricação de móveis com predominância de madeira
",93.085.330/0001-08,de 10.000.000 até 30.000.000,de 100 até 500,682,"6.264.405,25"
518,DCTX MALHAS EIRELI,SC,ATIVA,2013-04-02T00:00:00.000,230-5 - Empresa Individual de Responsabilidade Limitada (de Natureza Empresária),,1000000.0,,EPP,"13.30-8/00 Fabricação de tecidos de malha
",17.891.394/0001-18,de 1.500.000 até 4.800.000,de 10 até 50,0,-
519,HP INDUSTRIA E COMERCIO DO VESTUARIO EIRELI,SC,ATIVA,2012-02-02T00:00:00.000,230-5 - Empresa Individual de Responsabilidade Limitada (de Natureza Empresária),,6500000.0,LUCRO REAL,DEMAIS,"14.12-6/01 Confecção de peças do vestuário, exceto roupas íntimas e as confeccionadas sob medida
",14.985.672/0001-08,de 10.000.000 até 30.000.000,de 50 até 100,352,"1.540.543,97"
520,TOP CONFECCOES LTDA.,PR,BAIXADA,2010-03-01T00:00:00.000,206-2 - Sociedade Empresária Limitada,,94000.0,,ME,,11.635.696/0001-49,de 81.000 até 360.000,de 10 até 50,?,
521,LECIMAR CONFECCOES LTDA,SC,ATIVA,1987-05-06T00:00:00.000,206-2 - Sociedade Empresária Limitada,,1200000.0,LUCRO PRESUMIDO,DEMAIS,"14.12-6/01 Confecção de peças do vestuário, exceto roupas íntimas e as confeccionadas sob medida
",79.941.506/0001-55,de 10.000.000 até 30.000.000,de 100 até 500,0,-
522,ABIM CALDEIRARIA INDUSTRIAL EIRELI,SC,ATIVA,2003-04-29T00:00:00.000,230-5 - Empresa Individual de Responsabilidade Limitada (de Natureza Empresária),,95000.0,,DEMAIS,"28.29-1/99 Fabricação de outras máquinas e equipamentos de uso geral não especificados anteriormente, peças e acessórios
",05.619.231/0001-00,de 4.800.000 até 10.000.000,de 100 até 500,0,-
523,BREAD KING ALIMENTOS EIRELI,SC,ATIVA,2006-11-30T00:00:00.000,230-5 - Empresa Individual de Responsabilidade Limitada (de Natureza Empresária),,200000.0,,DEMAIS,"46.39-7/01 Comércio atacadista de produtos alimentícios em geral
",08.474.768/0001-09,de 30.000.000 até 100.000.000,de 100 até 500,0,-
524,MALHARIA CAMILA EIRELI EM RECUPERACAO JUDICIAL,SC,ATIVA,1991-11-20T00:00:00.000,230-5 - Empresa Individual de Responsabilidade Limitada (de Natureza Empresária),,510000.0,LUCRO REAL,DEMAIS,"14.12-6/01 Confecção de peças do vestuário, exceto roupas íntimas e as confeccionadas sob medida
",85.203.602/0001-07,de 10.000.000 até 30.000.000,de 100 até 500,369,"2.215.300,47"
525,ALUMETAL PLACAS DE IDENTIFICACAO LTDA,SC,ATIVA,1988-08-09T00:00:00.000,206-2 - Sociedade Empresária Limitada,,50000.0,,EPP,"32.99-0/03 Fabricação de letras, letreiros e placas de qualquer material, exceto luminosos
",80.742.109/0001-33,de 1.500.000 até 4.800.000,de 10 até 50,0,-
526,AMERICANPET INDUSTRIA COMERCIO IMPORTACAO E EXPORTACAO DE EMBALAGENS PLASTICAS LTDA,SC,ATIVA,1991-09-04T00:00:00.000,206-2 - Sociedade Empresária Limitada,,9000000.0,LUCRO REAL,DEMAIS,"25.91-8/00 Fabricação de embalagens metálicas
",85.150.613/0001-68,de 100.000.000 até 300.000.000,de 100 até 500,1,"163,47"
527,IML INDUSTRIA DE EMBALAGENS LTDA.,SC,ATIVA,2014-05-26T00:00:00.000,206-2 - Sociedade Empresária Limitada,,3500000.0,,DEMAIS,"22.22-6/00 Fabricação de embalagens de material plástico
",20.316.164/0001-30,de 4.800.000 até 10.000.000,de 50 até 100,?,
528,DARIMANA PARTICIPACOES LTDA,SC,ATIVA,1998-10-05T00:00:00.000,206-2 - Sociedade Empresária Limitada,,20000.0,LUCRO REAL,ME,"64.63-8/00 Outras sociedades de participação, exceto holdings
",02.799.943/0001-51,de 81.000 até 360.000,de 0 até 5,?,
529,MENEGOTTI MAQUINAS E EQUIPAMENTOS LTDA.,SC,ATIVA,2002-12-09T00:00:00.000,206-2 - Sociedade Empresária Limitada,,,LUCRO REAL,DEMAIS,"28.69-1/00 Fabricação de máquinas e equipamentos para uso industrial específico não especificados anteriormente, peças e acessórios
",05.423.994/0001-72,de 10.000.000 até 30.000.000,de 100 até 500,52,"19.701.778,64"
530,AGUA MINERAL SANTA CATARINA LTDA.,SC,ATIVA,1978-02-23T00:00:00.000,206-2 - Sociedade Empresária Limitada,,7275.0,,DEMAIS,"11.21-6/00 Fabricação de águas envasadas
",83.560.763/0001-14,de 1.500.000 até 4.800.000,de 50 até 100,66,"1.309.502,31"
531,DUAS RODAS INDUSTRIAL LTDA,SC,ATIVA,1966-08-23T00:00:00.000,206-2 - Sociedade Empresária Limitada,,197931076.0,LUCRO REAL,DEMAIS,"10.99-6/99 Fabricação de outros produtos alimentícios não especificados anteriormente
",84.430.149/0001-09,de 10.000.000 até 30.000.000,de 100 até 500,0,-
532,CAJADAN TEXTIL LTDA,SC,ATIVA,1993-04-29T00:00:00.000,206-2 - Sociedade Empresária Limitada,,6457563.79,LUCRO REAL,DEMAIS,"14.12-6/01 Confecção de peças do vestuário, exceto roupas íntimas e as confeccionadas sob medida
",72.170.392/0001-48,de 4.800.000 até 10.000.000,de 100 até 500,0,-
533,CINCO PLASTIC INDUSTRIA DE ARTEFATOS DE PLASTICO LTDA,SC,ATIVA,2002-02-21T00:00:00.000,206-2 - Sociedade Empresária Limitada,,500000.0,,DEMAIS,"22.29-3/99 Fabricação de artefatos de material plástico para outros usos não especificados anteriormente
",04.906.823/0001-31,de 1.500.000 até 4.800.000,de 10 até 50,0,-
534,BTOMEC FERRAMENTARIA E USINAGEM DE PRECISAO LTDA.,SC,ATIVA,1985-07-10T00:00:00.000,206-2 - Sociedade Empresária Limitada,,400000.0,LUCRO REAL,DEMAIS,"25.43-8/00 Fabricação de ferramentas
",78.855.186/0001-58,de 4.800.000 até 10.000.000,de 50 até 100,0,-
535,INDUMAK MAQUINAS LTDA,SC,ATIVA,1966-12-22T00:00:00.000,206-2 - Sociedade Empresária Limitada,,1488000.0,LUCRO REAL,DEMAIS,"28.29-1/99 Fabricação de outras máquinas e equipamentos de uso geral não especificados anteriormente, peças e acessórios
",84.431.352/0001-91,de 30.000.000 até 100.000.000,de 100 até 500,0,-
536,ARADEFE INDUSTRIA E COMERCIO DE MALHAS LTDA,SC,ATIVA,1990-07-20T00:00:00.000,206-2 - Sociedade Empresária Limitada,,5408306.0,LUCRO REAL,DEMAIS,"13.22-7/00 Tecelagem de fios de fibras têxteis naturais, exceto algodão
",82.120.460/0001-18,de 30.000.000 até 100.000.000,de 100 até 500,0,-
537,BR TEXTIL EIRELI,SC,ATIVA,2004-10-13T00:00:00.000,230-5 - Empresa Individual de Responsabilidade Limitada (de Natureza Empresária),,105000.0,,EPP,"13.40-5/02 Alvejamento, tingimento e torção em fios, tecidos, artefatos têxteis e peças do vestuário
",07.045.624/0001-74,de 1.500.000 até 4.800.000,de 10 até 50,0,-
538,EKONOVA QUIMICA DO BRASIL LTDA,SC,ATIVA,1995-01-20T00:00:00.000,206-2 - Sociedade Empresária Limitada,,4800000.0,LUCRO REAL,DEMAIS,"20.93-2/00 Fabricação de aditivos de uso industrial
",00.425.457/0001-48,de 30.000.000 até 100.000.000,de 100 até 500,0,-
539,IMPRIMERE EMBALAGENS IMPRESSAS EIRELI,SC,ATIVA,2007-06-04T00:00:00.000,230-5 - Empresa Individual de Responsabilidade Limitada (de Natureza Empresária),,100000.0,,DEMAIS,"17.31-1/00 Fabricação de embalagens de papel
",08.866.500/0001-12,de 1.500.000 até 4.800.000,de 10 até 50,62,"5.268.881,66"
540,POLAR INDUSTRIA DE PLASTICOS S/A,SC,ATIVA,1987-06-15T00:00:00.000,205-4 - Sociedade Anônima Fechada,,9346931.0,LUCRO PRESUMIDO,DEMAIS,"22.23-4/00 Fabricação de tubos e acessórios de material plástico para uso na construção
",79.949.202/0001-34,de 10.000.000 até 30.000.000,de 100 até 500,0,-
541,MEDZARO INDUSTRIA E COMERCIO DE MOVEIS LTDA,RS,ATIVA,2009-12-01T00:00:00.000,206-2 - Sociedade Empresária Limitada,,120000.0,SIMPLES NACIONAL,EPP,"31.01-2/00 Fabricação de móveis com predominância de madeira
",11.391.271/0001-31,de 1.500.000 até 4.800.000,de 10 até 50,?,
542,PLASFORRO PERFIS DE PVC LTDA EM RECUPERACAO JUDICIAL,SC,ATIVA,1998-04-16T00:00:00.000,206-2 - Sociedade Empresária Limitada,RECUPERACAO JUDICIAL,1520000.0,,DEMAIS,"22.29-3/03 Fabricação de artefatos de material plástico para uso na construção, exceto tubos e acessórios
",02.484.960/0001-08,de 4.800.000 até 10.000.000,de 100 até 500,88,"652.321,06"
543,MS VIDROS LTDA,SC,ATIVA,1998-06-08T00:00:00.000,206-2 - Sociedade Empresária Limitada,,100000.0,,DEMAIS,"23.19-2/00 Fabricação de artigos de vidro
",02.580.492/0001-67,de 1.500.000 até 4.800.000,de 50 até 100,55,"1.231.529,27"
544,IBERO-RODARE INDUSTRIA BRASILEIRA DE EQUIPAMENTOS RODOVIARIOS S.A.,RS,ATIVA,2006-09-08T00:00:00.000,205-4 - Sociedade Anônima Fechada,,1030000.0,,DEMAIS,"29.43-3/00 Fabricação de peças e acessórios para o sistema de freios de veículos automotores
",08.304.710/0001-17,de 0 até 81.000,de 10 até 50,1,"99,20"
545,DURIARTE - ARTEFATOS DE METAIS LTDA,SC,INAPTA,1988-09-08T00:00:00.000,206-2 - Sociedade Empresária Limitada,,60000.0,SIMPLES NACIONAL,EPP,,80.933.039/0001-09,de 1.500.000 até 4.800.000,de 10 até 50,119,"169.673,28"
546,SCHMITZ AGROINDUSTRIAL LTDA,SC,ATIVA,1992-12-16T00:00:00.000,206-2 - Sociedade Empresária Limitada,,2721000.0,LUCRO REAL,DEMAIS,"31.01-2/00 Fabricação de móveis com predominância de madeira
",95.803.375/0001-04,de 10.000.000 até 30.000.000,de 100 até 500,0,-
547,J C EMBALAGENS EIRELI,SC,ATIVA,2007-08-23T00:00:00.000,230-5 - Empresa Individual de Responsabilidade Limitada (de Natureza Empresária),,100000.0,,EPP,"22.22-6/00 Fabricação de embalagens de material plástico
",09.042.430/0001-40,de 1.500.000 até 4.800.000,de 10 até 50,22,"349.601,13"
548,TOALHAS GROH EIRELI,SC,ATIVA,2007-12-04T00:00:00.000,230-5 - Empresa Individual de Responsabilidade Limitada (de Natureza Empresária),,1000000.0,,DEMAIS,"46.42-7/01 Comércio atacadista de artigos do vestuário e acessórios, exceto profissionais e de segurança
",09.261.750/0001-91,de 10.000.000 até 30.000.000,de 100 até 500,0,-
